24375041	yes	No name	No name	No name	"building":"yes","full_name":"Miharja LRT Station","light_rail":"yes","name":"AG12 Miharja","name:en":"Miharja","name:ja":"ミハルジャ","name:ms":"Miharja","name:ta":"மிஹர்ச","name:zh":"美和家","network":"Ampang Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG12","station":"light_rail","wikidata":"Q6845255","wikipedia":"en:Miharja LRT Station"
24375042	yes	No name	No name	No name	"addr:city":"Kuala Lumpur","building":"yes","layer":"3","name":"Stesen Pertukaran Hang Tuah","name:en":"Hang Tuah Interchange Station","name:ja":"ハン・トゥア","name:zh":"汉都亚站","wikidata":"Q27142","wikipedia":"en:Hang Tuah Station"
24375043	yes	No name	No name	No name	"building":"yes","full_name":"Titiwangsa LRT Station","layer":"3","light_rail":"yes","name":"AG3 SP3 Titiwangsa","name:en":"Titiwangsa","name:ja":"ティティワンサ","name:ms":"Titiwangsa","name:ta":"திடிவன்க்ச","name:zh":"蒂蒂旺沙","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG3;SP3","station":"light_rail","wikidata":"Q27144","wikipedia":"en:Titiwangsa Station"
24375044	yes	No name	No name	No name	"alt_name":"LRT Bandar Tun Razak","building":"yes","full_name":"Bandar Tun Razak LRT Station","layer":"2","light_rail":"yes","name":"SP14 Bandar Tun Razak","name:en":"Bandar Tun Razak","name:ja":"バンダル・トゥン・ラザ","name:ms":"Bandar Tun Razak","name:ta":"நகரம் துன் ரசாக்","name:zh":"敦拉萨镇","network":"Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"SP14","station":"light_rail","wikidata":"Q4854435","wikipedia":"en:Bandar Tun Razak LRT Station"
24375045	train_station	No name	No name	No name	"building":"train_station","full_name":"Kuala Lumpur Sentral Monorail Station","layer":"3","monorail":"yes","name":"MR1 KL Sentral (Monorail)","name:en":"KL Sentral (Monorail)","name:ms":"KL Sentral (Monorel)","name:zh":"吉隆坡中央（单轨）","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","station":"monorail","website":"http://mrt.com.my/kl_monorail/KL_Sentral.htm","wikidata":"Q801042","wikipedia":"en:Kuala Lumpur Sentral railway station"
24375046	yes	No name	No name	No name	"building":"yes","full_name":"Chan Sow Lin LRT Station","light_rail":"yes","name":"AG11 SP11 Chan Sow Lin","name:en":"Chan Sow Lin","name:ja":"チャン・ソウ・リン","name:ms":"Chan Sow Lin","name:ta":"சந சு லின்","name:zh":"陈秀连","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG11;SP11","station":"light_rail","wikidata":"Q5070372","wikipedia":"en:Chan Sow Lin LRT Station"
24375048	railway_station	No name	No name	No name	"alt_name":"KTM Putra","building":"railway_station","name":"KA04 Putra","name:en":"Putra","name:ja":"プトラ","name:ms":"Putra","name:zh":"布特拉","operator":"KTM","railway":"station","ref":"KA04","station":"train","wikidata":"Q4384012","wikipedia":"en:Putra Komuter station"
24375049	yes	No name	No name	No name	"alt_name":"LRT Kerinchi","building":"yes","full_name":"Kerinchi LRT Station","layer":"1","light_rail":"yes","name":"KJ18 Kerinchi","name:en":"Kerinchi","name:ja":"クリンチ","name:ms":"Kerinchi","name:ta":"கேரிஞ்சி","name:zh":"格灵芝","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ18","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Kerinchi.htm","wikidata":"Q6131677","wikipedia":"en:Kerinchi LRT Station"
24375050	yes	No name	No name	No name	"building":"yes","full_name":"Sultan Ismail LRT Station","layer":"2","light_rail":"yes","name":"AG5 SP5 Sultan Ismail","name:ja":"スルタン・イスマイル","name:ta":"சுல்தான் இஸ்மாயில்","name:zh":"苏丹依斯迈","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG5;SP5","station":"light_rail","wikidata":"Q6150771","wikipedia":"en:Sultan Ismail LRT Station"
24375051	yes	No name	No name	No name	"building":"yes","full_name":"Plaza Rakyat LRT Station","light_rail":"yes","name":"AG8 SP8 Plaza Rakyat","name:en":"Plaza Rakyat","name:ja":"プラザ・ラッヤット","name:ms":"Plaza Rakyat","name:ta":"பல்சா ரக்யத்","name:zh":"人民广场","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG8;SP8","station":"light_rail","wikidata":"Q6150701","wikipedia":"en:Plaza Rakyat LRT Station"
24375054	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Titiwangsa Monorail Station","layer":"3","monorail":"yes","name":"MR11 Titiwangsa","name:en":"Titiwangsa","name:ja":"ティティワンサ","name:ms":"Titiwangsa","name:zh":"蒂蒂旺沙","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR11","station":"monorail","website":"http://mrt.com.my/kl_monorail/Titiwangsa.htm","wikidata":"Q27144","wikipedia":"en:Titiwangsa Station"
24375055	yes	No name	No name	No name	"building":"yes","full_name":"Tun Sambanthan Monorail Station","layer":"3","monorail":"yes","name":"MR2 Tun Sambanthan","name:en":"Tun Sambanthan","name:ja":"トゥン・サンバンザン","name:ms":"Tun Sambanthan","name:ta":"துன் சம்பந்தன்","name:zh":"敦善班丹","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR2","station":"monorail","website":"http://mrt.com.my/kl_monorail/Tun_Sambanthan.htm","wikidata":"Q3133568","wikipedia":"en:Tun Sambanthan Monorail station"
24375056	yes	No name	No name	No name	"addr:city":"Kuala Lumpur","addr:postcode":"51000","addr:street":"Jalan 2/48A","building":"yes","full_name":"Sentul Timur LRT Station","layer":"3","light_rail":"yes","name":"AG1 SP1 Sentul Timur","name:en":"Sentul East","name:ja":"スントゥル・ティムール","name:ms":"Sentul Timur","name:ta":"சென்றுள் திமுர்","name:zh":"冼都东","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG1;SP1","station":"light_rail","wikidata":"Q27146","wikipedia":"en:Sentul Timur LRT Station"
24375057	yes	No name	No name	No name	"building":"yes","full_name":"Sri Petaling LRT Station","layer":"1","light_rail":"yes","name":"SP18 Sri Petaling","name:en":"Sri Petaling","name:ja":"スリ・プタリン","name:ms":"Sri Petaling","name:ta":"ஸ்ரீ பெட்டாலிங்","name:zh":"大城堡","network":"Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"SP18","source":"bing","station":"light_rail","wikidata":"Q7586185","wikipedia":"en:Sri Petaling LRT Station"
24375058	yes	No name	No name	No name	"building":"yes","full_name":"Sri Rampai LRT Station","light_rail":"yes","name":"KJ4 Sri Rampai","name:en":"Sri Rampai","name:ja":"スリ・ランパイ","name:ms":"Sri Rampai","name:ta":"ஸ்ரீ ரம்பை","name:zh":"南北花园","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ4","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Sri_Rampai.htm","wikidata":"Q7586225","wikipedia":"en:Sri Rampai LRT Station"
24375060	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Maharajalela Monorail Station","layer":"3","monorail":"yes","name":"MR3 Maharajalela","name:en":"Maharajarela","name:ja":"マハラジャレラ","name:ms":"Maharajalela","name:ta":"மகாராஜலேல","name:zh":"马哈拉惹里拉","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR3","station":"monorail","website":"http://mrt.com.my/kl_monorail/Maharajalela.htm","wikidata":"Q3133573","wikipedia":"en:Maharajalela Monorail station"
24375061	yes	No name	No name	No name	"building":"yes","full_name":"Damai LRT Station","light_rail":"yes","name":"KJ8 Damai","name:en":"Damai","name:ja":"ダマイ","name:ms":"Damai","name:ta":"தாமி","name:zh":"达迈","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ8","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Damai.htm","wikidata":"Q5211926","wikipedia":"en:Damai LRT Station (Malaysia)"
24375063	yes	No name	No name	No name	"building":"yes","full_name":"PWTC LRT Station","layer":"2","light_rail":"yes","name":"AG4 SP4 PWTC","name:en":"PWTC","name:ja":"PWTC","name:ms":"PWTC","name:ta":"PWTC","name:zh":"布特拉世界贸易中心","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG4;SP4","station":"light_rail","wikidata":"Q4383723","wikipedia":"en:PWTC LRT Station"
24375064	yes	No name	No name	No name	"alt_name":"LRT Bangsar","building":"yes","full_name":"Bank Rakyat-Bangsar LRT Station","layer":"1","light_rail":"yes","name":"KJ16 Bangsar","name:en":"Bangsar","name:ja":"バンサー","name:ms":"Bangsar","name:ta":"பங்க்சர்","name:zh":"孟沙","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ16","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Bangsar.htm","wikidata":"Q4855626","wikipedia":"en:Bank Rakyat-Bangsar LRT Station"
24375068	yes	No name	No name	No name	"alt_name":"LRT Universiti","building":"yes","full_name":"Universiti LRT Station","light_rail":"yes","name":"KJ19 Universiti","name:en":"Universiti","name:ja":"ユニバーシティ","name:ms":"Universiti","name:ta":"பல்கலைக்கழகம்","name:zh":"大学","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ19","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Universiti.htm","wikidata":"Q6131847","wikipedia":"en:KL Gateway-Universiti LRT Station"
24375069	yes	No name	No name	No name	"alt_name":"LRT Abdullah Hukum","building":"yes","full_name":"Abdullah Hukum LRT Station","layer":"2","light_rail":"yes","name":"KJ17 Abdullah Hukum","name:en":"Abdullah Hukum","name:ja":"アブドゥラ・フクム","name:ms":"Abdullah Hukum","name:ta":"அப்துல்லாஹ் க்கும்","name:zh":"阿都拉胡坤","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ17","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Abdullah_Hukum.htm","wikidata":"Q4666008","wikipedia":"en:Abdullah Hukum LRT Station"
24375074	yes	No name	No name	No name	"building":"yes","full_name":"Bukit Jalil LRT Station","light_rail":"yes","name":"SP17 Bukit Jalil","name:en":"Bukit Jalil","name:ms":"Bukit Jalil","name:ta":"புகிட் ஜலில்","name:zh":"武吉加里尔","network":"Ampang Line (Sri Petaling Line)","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"SP17","station":"light_rail","wikidata":"Q4986903","wikipedia":"en:Bukit Jalil LRT Station"
24375077	yes	No name	No name	No name	"building":"yes","full_name":"Dang Wangi LRT Station","light_rail":"yes","name":"KJ12 Dang Wangi","name:en":"Dang Wangi","name:ja":"ダン・ワギ","name:ms":"Dang Wangi","name:ta":"தங் வாங்கி","name:zh":"金马律","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ12","station":"light_rail","subway":"yes","website":"http://mrt.com.my/lrt_kelana/Dang_Wangi.htm","wikidata":"Q1055068","wikipedia":"en:Dang Wangi LRT Station"
24375078	railway_station	No name	No name	No name	"alt_name":"KTM Segambut","building":"railway_station","name":"KA05 Segambut","name:en":"Segambut","name:ja":"スガンブ","name:ms":"Segambut","name:zh":"泗岩沫","operator":"KTM","railway":"station","ref":"KA06","station":"train","website":"http://mrt.com.my/komuter/Segambut.htm","wikidata":"Q6131632","wikipedia":"en:Segambut Komuter station"
24375079	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Bukit Nanas Monorail Station","layer":"3","monorail":"yes","name":"MR8 Bukit Nanas","name:en":"Bukit Nanas","name:ms":"Bukit Nanas","name:ta":"புகிட் நனாஸ்","name:zh":"咖啡山","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR8","station":"monorail","wikidata":"Q31320","wikipedia":"en:Bukit Nanas Monorail station"
24375080	train_station	No name	No name	No name	"alt_name":"KTM Bandar Tasik Selatan","building":"train_station","full_name":"Bandar Tasik Selatan Komuter Station","name":"KB04 Bandar Tasik Selatan","name:en":"Bandar Tasik Selatan","name:ja":"バンダル・タシッ・スラタン","name:ms":"Bandar Tasik Selatan","name:ta":"நகரம் தசிக் செலடான்","name:zh":"南湖镇","network":"KTM Komuter","operator":"KTM","public_transport":"station","railway":"station","ref":"KB04","station":"train","website":"http://mrt.com.my/komuter/Bandar_Tasik_Selatan.htm","wikidata":"Q4854431","wikipedia":"en:Bandar Tasik Selatan station"
24375081	yes	No name	No name	No name	"alt_name":"LRT Salak Selatan","building":"yes","full_name":"Salak Selatan LRT Station","light_rail":"yes","name":"SP13 Salak Selatan","name:en":"Salak Selatan","name:ja":"サラク・スラタン","name:ms":"Salak Selatan","name:ta":"சலக் தெற்க","name:zh":"沙叻秀","network":"Sri Petaling Line","operator":"Rapid KL","platforms":"2","public_transport":"station","railway":"station","ref":"SP13","station":"light_rail","wikidata":"Q7403493","wikipedia":"en:Salak Selatan LRT Station"
24375086	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Chow Kit Monorail Station","layer":"3","monorail":"yes","name":"MR10 Chow Kit","name:en":"Chow Kit","name:ja":"チョウ・キット","name:ms":"Chow Kit","name:zh":"秋杰","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR10","station":"monorail","website":"http://mrt.com.my/kl_monorail/Chow_Kit.htm","wikidata":"Q39478","wikipedia":"en:Chow Kit Monorail station"
24375089	yes	No name	No name	No name	"alt_name":"KTM Salak Selatan","building":"yes","name":"KB03 Salak Selatan","name:en":"Salak Selatan","name:ja":"サラッ・スラタン","name:ms":"Salak Selatan","name:zh":"沙叻秀","operator":"KTM","railway":"station","ref":"KB03","station":"train","wikidata":"Q13405070","wikipedia":"en:Salak Selatan Komuter station"
24375092	yes	No name	No name	No name	"building":"yes","full_name":"Pandan Jaya LRT Station","light_rail":"yes","name":"AG14 Pandan Jaya","name:en":"Pandan Jaya","name:ja":"パンダン・ジャヤ","name:ms":"Pandan Jaya","name:ta":"பந்தன் ஜெயா","name:zh":"班登再也","network":"Ampang Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG14","station":"light_rail","wikidata":"Q7130491","wikipedia":"en:Pandan Jaya LRT Station"
24375094	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Bukit Bintang Monorail Station","layer":"3","monorail":"yes","name":"MR6 Bukit Bintang","name:en":"Bukit Bintang","name:ms":"Bukit Bintang","name:ta":"புகிட் பிண்டங்","name:zh":"武吉免登（单轨）","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR6","station":"monorail","website":"http://mrt.com.my/kl_monorail/Bukit_Bintang.htm","wikidata":"Q31756","wikipedia":"en:AirAsia-Bukit Bintang Monorail station"
24375097	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Raja Chulan Monorail Station","layer":"3","monorail":"yes","name":"MR7 Raja Chulan","name:en":"Raja Chulan","name:ja":"ラジャ・チュラン","name:ms":"Raja Chulan","name:ta":"ராஜா சுழன்","name:zh":"拉惹朱兰","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR7","station":"monorail","website":"http://mrt.com.my/kl_monorail/Raja_Chulan.htm","wikidata":"Q31324","wikipedia":"en:Raja Chulan Monorail station"
24375101	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Imbi Monorail Station","layer":"1","monorail":"yes","name":"MR5 Imbi","name:en":"Imbi","name:ja":"インビ","name:ms":"Imbi","name:ta":"இம்பி","name:zh":"燕美","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR5","station":"monorail","website":"http://mrt.com.my/kl_monorail/Imbi.htm","wikidata":"Q31321","wikipedia":"en:Imbi Monorail station"
24375102	railway_station	No name	No name	No name	"building":"railway_station","name":"RapidKL LRT Stesen Ampang Park","name:zh":"快捷通 安邦广场站"
24375103	yes	No name	No name	No name	"building":"yes","full_name":"Wangsa Maju LRT Station","light_rail":"yes","name":"KJ3 Wangsa Maju","name:en":"Wangsa Maju","name:ja":"ワンサ・マジュ","name:ms":"Wangsa Maju","name:ta":"வாங்கச மாசு","name:zh":"旺沙玛珠","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ3","station":"light_rail","website":"http://mrt.com.my/lrt_kelana/Wangsa_Maju.htm","wikidata":"Q1054313","wikipedia":"en:Wangsa Maju LRT Station"
24375104	railway_station	No name	No name	No name	"building":"railway_station","full_name":"Medan Tuanku Monorail Station","layer":"3","monorail":"yes","name":"MR9 Medan Tuanku","name:en":"Medan Tuanku","name:ja":"メダン・トゥアンク","name:ms":"Medan Tuanku","name:zh":"美丹端姑","network":"KL Monorail","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"MR9","station":"monorail","website":"http://mrt.com.my/kl_monorail/Medan_Tuanku.htm","wikidata":"Q31544","wikipedia":"en:Medan Tuanku Monorail station"
24375105	yes	No name	No name	No name	"building":"yes","full_name":"Ampang Park LRT Station","light_rail":"yes","name":"KJ9 Ampang Park","name:en":"Ampang Park","name:ja":"アンパン・パーク","name:ms":"Ampang Park","name:ta":"அம்பாங் பார்க்","name:zh":"安邦广场","network":"Kelana Jaya Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"KJ9","station":"light_rail","subway":"yes","website":"http://mrt.com.my/lrt_kelana/Ampang_Park.htm","wikidata":"Q1054301","wikipedia":"en:Ampang Park LRT Station"
24375106	train_station	No name	No name	No name	"alt_name":"KTM Kepong","building":"train_station","name":"KA06 Kepong","name:en":"Kepong","name:ja":"クポン","name:ms":"Kepong","name:zh":"甲洞","operator":"KTM","railway":"station","ref":"KA06","station":"train","wikidata":"Q6131833","wikipedia":"en:Kepong Komuter station"
24375109	yes	No name	No name	No name	"addr:city":"Kuala Lumpur","alt_name":"Kuala Lumpur Old Railway Station","alt_name:zh":"国家清真寺","building":"yes","name":"KA02 Kuala Lumpur","name:en":"Kuala Lumpur KTM Station","name:fr":"Gare de Kuala Lumpur","name:id":"Stasiun Kereta Api Kuala Lumpur","name:ja":"クアラルンプール","name:ms":"Stesen KTM Kuala Lumpur","name:ta":"கோலாலம்பூர் தொடருந்து நிலையம்","name:th":"สถานีรถไฟกัวลาลัมเปอร์","name:zh":"吉隆坡","operator":"KTM Berhad","railway":"station","ref":"KA02","station":"train","tourism":"attraction","wikidata":"Q3096708","wikipedia":"en:Kuala Lumpur railway station"
24375110	yes	No name	No name	No name	"alt_name":"LRT Bandar Tasik Selatan","building":"yes","full_name":"Bandar Tasik Selatan LRT Station","layer":"1","light_rail":"yes","name":"SP15 Bandar Tasik Selatan","name:en":"Bandar Tasik Selatan","name:ja":"バンダル・タシッ・スラタン","name:ms":"Bandar Tasik Selatan","name:ta":"நகரம் தசிக் செலடான்","name:zh":"南湖镇","network":"Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"SP15","station":"light_rail","wikidata":"Q4854431","wikipedia":"en:Bandar Tasik Selatan station"
24375111	yes	No name	No name	No name	"building":"yes","full_name":"Bandaraya LRT Station","light_rail":"yes","name":"AG6 SP6 Bandaraya","name:en":"Bandaraya","name:ja":"バンダラヤ","name:ms":"Bandaraya","name:ta":"பண்டறைய","name:zh":"市政局","network":"Ampang Line;Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"AG6;SP6","station":"light_rail","wikidata":"Q4854452","wikipedia":"en:Bandaraya LRT Station"
24375113	yes	No name	No name	No name	"alt_name":"LRT Sungai Besi","building":"yes","full_name":"Sungai Besi LRT Station","light_rail":"yes","name":"SP16 Sungai Besi","name:en":"Sungai Besi","name:ja":"スンガイ・ブシ","name:ms":"Sungai Besi","name:ta":"சுங்கை பேசி","name:zh":"新街场","network":"Sri Petaling Line","operator":"Rapid KL","public_transport":"station","railway":"station","ref":"SP16","station":"light_rail","wikidata":"Q7640133","wikipedia":"en:Sungai Besi LRT Station"
24520940	yes	13	No name	No name	"addr:city":"Kuala Lumpur","addr:housenumber":"13","addr:postcode":"50450","addr:street":"Jalan Pinang","building":"yes","name":"Impiana KLCC","tourism":"hotel"
24520941	commercial	No name	No name	No name	"building":"commercial","building:levels":"19","name":"Hong Leong","office":"bank"
24520992	commercial	No name	No name	No name	"building":"commercial","building:levels":"32","name":"Wisma UOA Centre"
24521047	commercial	No name	No name	No name	"building":"commercial","building:levels":"28","height":"106","name":"Cosway"
24521138	yes	76	No name	No name	"addr:housenumber":"76","addr:postcode":"50200","addr:street":"Jalan Raja Chulan","building":"yes","email":"property@greateasternlife.com","name":"The Weld","opening_hours":"Mo-Su 10:00-22:00","phone":"+6032162 3580","shop":"mall","website":"http://www.theweld.com.my/"
24521192	commercial	No name	No name	No name	"building":"commercial","building:levels":"28","height":"78","name":"Menara Hap Seng"
24521578	commercial	No name	No name	No name	"building":"commercial","height":"140","name":"UBN Tower"
24521579	yes	No name	No name	No name	"alt_name":"Menara Promet","building":"yes","name":"Menara KH"
24521808	commercial	No name	No name	No name	"addr:city":"Kuala Lumpur","addr:postcode":"50450","addr:street":"Lorong Kuda","building":"commercial","height":"99","name":"Tan & Tan"
24522088	mosque	No name	No name	No name	"amenity":"place_of_worship","building":"mosque","name":"Masjid India","religion":"muslim","wheelchair":"no"
24522091	residential	No name	No name	No name	"building":"residential","created_by":"JOSM","name":"Selangor Mansion"
24522704	commercial	No name	No name	No name	"building":"commercial","name":"Straits Trading"
24522705	yes	No name	No name	No name	"building":"yes","name":"Bangunan Sultan Abdul Samad","name:en":"Sultan Abdul Samad Building","name:zh":"苏丹阿都沙末大厦，最高法院","start_date":"1897","tourism":"attraction","wikidata":"Q615958","wikipedia":"en:Sultan Abdul Samad Building"
24577041	commercial	No name	No name	No name	"addr:city":"Kuala Lumpur","building":"commercial","name":"Cahaya Suria"
24577042	commercial	No name	No name	No name	"building":"commercial"
24577043	retail	No name	No name	No name	"addr:city":"Kuala Lumpur","building":"retail","name":"Sinar Kota"
24577044	commercial	No name	No name	No name	"building":"commercial","created_by":"JOSM"
24577045	commercial	No name	No name	No name	"building":"commercial","created_by":"JOSM"
24577142	commercial	No name	No name	No name	"building":"commercial"
